7.076880, -9.067727, 1.597453, 0.000000
7.076880, -9.067727, 1.597453, 0.000000
7.076880, -9.067727, 1.597453, 0.000000
7.076880, -9.067727, 1.597453, 0.000000
7.076880, -9.067727, 1.597453, 0.000000
7.076880, -9.067727, 1.597453, 0.000000
7.076880, -9.067727, 1.597453, 0.000000
7.076880, -9.067727, 1.597453, 0.000000
7.076880, -9.067727, 1.597453, 0.000000
7.076880, -9.067727, 1.597453, 0.000000
7.076880, -9.067727, 1.597453, 0.000000
7.076880, -9.067727, 1.597453, 0.000000
7.076880, -9.067727, 1.597453, 0.000000
7.076880, -9.067727, 1.597453, 0.000000
7.076880, -9.067727, 1.597453, 0.000000
7.076880, -9.067727, 1.597453, 0.000000
7.076880, -9.067727, 1.597453, 0.000000
7.076880, -9.067727, 1.597453, 0.000000
7.076880, -9.067727, 1.597453, 0.000000
7.076880, -9.067727, 1.597453, 0.000000
7.076878, -9.067676, 1.597453, 0.010193
7.076869, -9.067322, 1.597453, 0.060672
7.076846, -9.066475, 1.597453, 0.108751
7.076811, -9.065159, 1.597453, 0.154544
7.076764, -9.063396, 1.597453, 0.198159
7.076706, -9.061208, 1.597453, 0.239700
7.076637, -9.058614, 1.597453, 0.279266
7.076557, -9.055634, 1.597453, 0.316951
7.076468, -9.052286, 1.597453, 0.352844
7.076369, -9.048588, 1.597453, 0.387030
7.076262, -9.044556, 1.597453, 0.419590
7.076146, -9.040207, 1.597453, 0.450603
7.076022, -9.035555, 1.597453, 0.480140
7.075890, -9.030614, 1.597453, 0.508274
7.075751, -9.025400, 1.597453, 0.535069
7.075605, -9.019923, 1.597453, 0.560590
7.075452, -9.014198, 1.597453, 0.584898
7.075293, -9.008235, 1.597453, 0.608050
7.075128, -9.002047, 1.597453, 0.630101
7.074958, -8.995643, 1.597453, 0.651104
7.074781, -8.989034, 1.597453, 0.671107
7.074600, -8.982230, 1.597453, 0.690160
7.074414, -8.975240, 1.597453, 0.708307
7.074222, -8.968074, 1.597453, 0.725591
7.074027, -8.960738, 1.597453, 0.742053
7.073827, -8.953242, 1.597453, 0.757732
7.073623, -8.945592, 1.597453, 0.772665
7.073415, -8.937797, 1.597453, 0.786889
7.073204, -8.929864, 1.597453, 0.800436
7.072989, -8.921798, 1.597453, 0.813339
7.072770, -8.913606, 1.597453, 0.825629
7.071160, -8.853205, 1.597453, 0.896760
7.070677, -8.835112, 1.597453, 0.913010
7.070433, -8.825947, 1.597453, 0.920561
7.070187, -8.816709, 1.597453, 0.927752
7.069938, -8.807401, 1.597453, 0.934601
7.069688, -8.798025, 1.597453, 0.941124
7.069437, -8.788586, 1.597453, 0.947338
7.069183, -8.779087, 1.597453, 0.953256
7.068929, -8.769529, 1.597453, 0.958892
7.068672, -8.759917, 1.597453, 0.964261
7.068415, -8.750252, 1.597453, 0.969374
7.068156, -8.740538, 1.597453, 0.974244
7.067895, -8.730775, 1.597453, 0.978883
7.067634, -8.720968, 1.597453, 0.983301
7.067371, -8.711118, 1.597453, 0.987508
7.067107, -8.701226, 1.597453, 0.991516
7.066843, -8.691295, 1.597453, 0.995333
7.066577, -8.681327, 1.597453, 0.998969
7.066310, -8.671324, 1.597453, 1.002432
7.066043, -8.661287, 1.597453, 1.005730
7.065774, -8.651217, 1.597453, 1.008872
7.065505, -8.641117, 1.597453, 1.011864
7.065235, -8.630988, 1.597453, 1.014713
7.064964, -8.620831, 1.597453, 1.017427
7.064692, -8.610647, 1.597453, 1.020013
7.064420, -8.600438, 1.597453, 1.022475
7.064147, -8.590205, 1.597453, 1.024820
7.063874, -8.579950, 1.597453, 1.027054
7.063600, -8.569672, 1.597453, 1.029181
7.063325, -8.559374, 1.597453, 1.031207
7.063050, -8.549056, 1.597453, 1.033137
7.062775, -8.538719, 1.597453, 1.034975
7.062498, -8.528364, 1.597453, 1.036726
7.062222, -8.517992, 1.597453, 1.038394
7.061945, -8.507604, 1.597453, 1.039982
7.061668, -8.497200, 1.597453, 1.041495
7.061390, -8.486782, 1.597453, 1.042935
7.061112, -8.476349, 1.597453, 1.044308
7.060833, -8.465903, 1.597453, 1.045615
7.060554, -8.455445, 1.597453, 1.046859
7.060275, -8.444974, 1.597453, 1.048045
7.059996, -8.434492, 1.597453, 1.049174
7.059716, -8.423998, 1.597453, 1.050250
7.059436, -8.413494, 1.597453, 1.051274
7.059155, -8.402980, 1.597453, 1.052250
7.058875, -8.392457, 1.597453, 1.053179
7.058594, -8.381925, 1.597453, 1.054065
7.058313, -8.371383, 1.597453, 1.054908
7.058032, -8.360834, 1.597453, 1.055711
7.057750, -8.350277, 1.597453, 1.056475
7.057468, -8.339712, 1.597453, 1.057204
7.057187, -8.329141, 1.597453, 1.057898
7.056904, -8.318562, 1.597453, 1.058558
7.056622, -8.307977, 1.597453, 1.059188
7.056340, -8.297386, 1.597453, 1.059787
7.056057, -8.286789, 1.597453, 1.060358
7.055775, -8.276186, 1.597453, 1.060902
7.055492, -8.265579, 1.597453, 1.061420
7.055209, -8.254966, 1.597453, 1.061913
7.054926, -8.244348, 1.597453, 1.062383
7.054642, -8.233726, 1.597453, 1.062831
7.054359, -8.223099, 1.597453, 1.063257
7.054076, -8.212468, 1.597453, 1.063663
7.053792, -8.201833, 1.597453, 1.064049
7.053508, -8.191195, 1.597453, 1.064418
7.053225, -8.180553, 1.597453, 1.064768
7.052941, -8.169907, 1.597453, 1.065103
7.052657, -8.159258, 1.597453, 1.065421
7.052373, -8.148606, 1.597453, 1.065724
7.052089, -8.137952, 1.597453, 1.066012
7.051805, -8.127294, 1.597453, 1.066287
7.051520, -8.116633, 1.597453, 1.066549
7.051236, -8.105970, 1.597453, 1.066799
7.050952, -8.095305, 1.597453, 1.067036
7.050667, -8.084637, 1.597453, 1.067262
7.050383, -8.073967, 1.597453, 1.067478
7.050098, -8.063295, 1.597453, 1.067683
7.049814, -8.052621, 1.597453, 1.067879
7.049529, -8.041946, 1.597453, 1.068065
7.049244, -8.031268, 1.597453, 1.068242
