7.038058, -9.589636, 1.568008, 0.352844
7.038069, -9.585937, 1.568008, 0.387030
7.038080, -9.581904, 1.568008, 0.419590
7.038092, -9.577553, 1.568008, 0.450603
7.038105, -9.572899, 1.568008, 0.480140
7.038119, -9.567957, 1.568008, 0.508274
7.038133, -9.562740, 1.568008, 0.535069
7.038149, -9.557262, 1.568008, 0.560590
7.038165, -9.551534, 1.568008, 0.584898
7.038181, -9.545570, 1.568008, 0.608050
7.038199, -9.539379, 1.568008, 0.630101
7.038216, -9.532973, 1.568008, 0.651104
7.038235, -9.526362, 1.568008, 0.671107
7.038254, -9.519556, 1.568008, 0.690160
7.038273, -9.512563, 1.568008, 0.708307
7.038293, -9.505394, 1.568008, 0.725591
7.038314, -9.498056, 1.568008, 0.742053
7.038335, -9.490557, 1.568008, 0.757732
7.038356, -9.482905, 1.568008, 0.772665
7.038378, -9.475107, 1.568008, 0.786889
7.038400, -9.467171, 1.568008, 0.800436
7.038422, -9.459102, 1.568008, 0.813339
7.038445, -9.450907, 1.568008, 0.825629
7.038468, -9.442592, 1.568008, 0.837334
7.038492, -9.434163, 1.568008, 0.848483
7.038516, -9.425625, 1.568008, 0.859101
7.038540, -9.416984, 1.568008, 0.869215
7.038564, -9.408243, 1.568008, 0.878847
7.038589, -9.399409, 1.568008, 0.888022
7.038614, -9.390485, 1.568008, 0.896760
7.038639, -9.381476, 1.568008, 0.905083
7.038664, -9.372386, 1.568008, 0.913010
7.038690, -9.363218, 1.568008, 0.920561
7.038716, -9.353976, 1.568008, 0.927752
7.038741, -9.344664, 1.568008, 0.934601
7.038768, -9.335286, 1.568008, 0.941124
7.038794, -9.325844, 1.568008, 0.947338
7.038820, -9.316341, 1.568008, 0.953256
7.038847, -9.306780, 1.568008, 0.958892
7.038874, -9.297164, 1.568008, 0.964261
7.038901, -9.287496, 1.568008, 0.969374
7.038928, -9.277778, 1.568008, 0.974244
7.038955, -9.268012, 1.568008, 0.978883
7.038983, -9.258202, 1.568008, 0.983301
7.039010, -9.248348, 1.568008, 0.987508
7.039038, -9.238452, 1.568008, 0.991516
7.039065, -9.228518, 1.568008, 0.995333
7.039093, -9.218547, 1.568008, 0.998969
7.039121, -9.208540, 1.568008, 1.002432
7.039149, -9.198499, 1.568008, 1.005730
7.039177, -9.188426, 1.568008, 1.008872
7.039205, -9.178322, 1.568008, 1.011864
7.039234, -9.168190, 1.568008, 1.014713
7.039262, -9.158029, 1.568008, 1.017427
7.039290, -9.147842, 1.568008, 1.020013
7.039319, -9.137629, 1.568008, 1.022475
7.039347, -9.127393, 1.568008, 1.024820
7.039376, -9.117134, 1.568008, 1.027054
7.039405, -9.106853, 1.568008, 1.029181
7.039433, -9.096551, 1.568008, 1.031207
7.039462, -9.086229, 1.568008, 1.033137
7.039491, -9.075888, 1.568008, 1.034975
7.039520, -9.065530, 1.568008, 1.036726
7.039549, -9.055154, 1.568008, 1.038394
7.039578, -9.044763, 1.568008, 1.039982
7.039607, -9.034355, 1.568008, 1.041495
7.039636, -9.023933, 1.568008, 1.042935
7.039665, -9.013497, 1.568008, 1.044308
7.039694, -9.003047, 1.568008, 1.045615
7.039723, -8.992585, 1.568008, 1.046859
7.039752, -8.982111, 1.568008, 1.048045
7.039782, -8.971624, 1.568008, 1.049174
7.039811, -8.961127, 1.568008, 1.050250
7.039840, -8.950620, 1.568008, 1.051274
7.039870, -8.940102, 1.568008, 1.052250
7.039899, -8.929575, 1.568008, 1.053179
7.039928, -8.919039, 1.568008, 1.054065
7.039958, -8.908494, 1.568008, 1.054908
7.039987, -8.897941, 1.568008, 1.055711
7.039987, -8.897941, 1.568008, 1.055711
7.040017, -8.887380, 1.568008, 1.056475
7.040046, -8.876812, 1.568008, 1.057204
7.040075, -8.866236, 1.568008, 1.057898
7.040105, -8.855654, 1.568008, 1.058558
7.040135, -8.845065, 1.568008, 1.059188
7.040164, -8.834471, 1.568008, 1.059787
7.040194, -8.823870, 1.568008, 1.060358
7.040223, -8.813264, 1.568008, 1.060902
7.040223, -8.813264, 1.568008, 1.060902
7.040253, -8.802652, 1.568008, 1.061420
7.040282, -8.792035, 1.568008, 1.061913
7.040312, -8.781414, 1.568008, 1.062383
7.040342, -8.770788, 1.568008, 1.062831
7.040342, -8.770788, 1.568008, 1.062831
7.040371, -8.760158, 1.568008, 1.063257
7.040401, -8.749523, 1.568008, 1.063663
7.040431, -8.738885, 1.568008, 1.064049
7.040460, -8.728242, 1.568008, 1.064418
7.040490, -8.717596, 1.568008, 1.064768
7.040520, -8.706947, 1.568008, 1.065103
7.040549, -8.696294, 1.568008, 1.065421
7.040579, -8.685639, 1.568008, 1.065724
7.040609, -8.674980, 1.568008, 1.066012
7.040638, -8.664319, 1.568008, 1.066287
7.040668, -8.653655, 1.568008, 1.066549
7.040698, -8.642988, 1.568008, 1.066799
7.040728, -8.632319, 1.568008, 1.067036
7.040757, -8.621647, 1.568008, 1.067262
7.040787, -8.610974, 1.568008, 1.067478
7.040817, -8.600298, 1.568008, 1.067683
7.040847, -8.589620, 1.568008, 1.067879
7.040877, -8.578940, 1.568008, 1.068065
7.040906, -8.568259, 1.568008, 1.068242
7.040936, -8.557576, 1.568008, 1.068411
7.040966, -8.546891, 1.568008, 1.068572
7.040996, -8.536204, 1.568008, 1.068725
7.041026, -8.525516, 1.568008, 1.068871
7.041055, -8.514827, 1.568008, 1.069010
7.041085, -8.504136, 1.568008, 1.069143
7.041115, -8.493444, 1.568008, 1.069269
7.041145, -8.482751, 1.568008, 1.069389
7.041175, -8.472057, 1.568008, 1.069503
7.041204, -8.461361, 1.568008, 1.069612
7.041234, -8.450665, 1.568008, 1.069716
7.041264, -8.439967, 1.568008, 1.069815
7.041294, -8.429268, 1.568008, 1.069909
7.041324, -8.418569, 1.568008, 1.069998
7.041354, -8.407868, 1.568008, 1.070084
7.041383, -8.397167, 1.568008, 1.070165
7.041413, -8.386465, 1.568008, 1.070243
7.041413, -8.386465, 1.568008, 1.070243
7.041443, -8.375763, 1.568008, 1.070316
7.041473, -8.365059, 1.568008, 1.070387
7.041503, -8.354355, 1.568008, 1.070454
7.041533, -8.343650, 1.568008, 1.070517
