5.250438,-8.053014
4.789660,-7.909220
4.325550,-7.767371
3.858109,-7.627467
3.387337,-7.489506
2.913233,-7.353490
2.435798,-7.219419
1.955031,-7.087292
1.470933,-6.957109
0.983504,-6.828870
0.492743,-6.702576
-0.001349,-6.578226
-0.498773,-6.455820
-0.999528,-6.335359
-1.497412,-6.209808
-1.953832,-6.035405
-2.362123,-5.804593
-2.722286,-5.517371
-3.034320,-5.173739
-3.298225,-4.773697
-3.514001,-4.317245
-3.678915,-3.809131
-3.764770,-3.298309
-3.764139,-2.797682
-3.677019,-2.307250
-3.503412,-1.827013
-3.250592,-1.361819
-2.963408,-0.941558
-2.649537,-0.571347
-2.308980,-0.251184
-1.941735,0.018929
-1.547804,0.238992
-1.127186,0.409006
-0.679881,0.528971
-0.205889,0.598886
0.294790,0.618752
0.822155,0.588569
1.359024,0.531987
1.887958,0.473010
2.408956,0.411637
2.922018,0.347869
3.427145,0.281706
3.924336,0.213148
4.413592,0.142194
4.894912,0.068845
5.368345,-0.006890
5.840536,-0.083666
6.316173,-0.160537
6.795258,-0.237500
7.277790,-0.314557
7.763769,-0.391708
8.253195,-0.468952
8.746068,-0.546290
9.242388,-0.623721
9.742155,-0.701246
10.245369,-0.778865
10.752031,-0.856577
11.262139,-0.934383
11.772788,-1.015856
12.226193,-1.172068
12.599834,-1.430713
12.893712,-1.791791
13.107827,-2.255302
13.256038,-2.794602
13.456703,-3.182142
13.736871,-3.365917
14.096544,-3.345928
14.535456,-3.122853
14.995261,-2.845916
15.431598,-2.628576
15.844467,-2.470832
16.219405,-2.471125
16.538417,-2.751946
16.803402,-3.303604
17.077681,-3.800237
17.391755,-4.084884
17.745624,-4.157546
18.139288,-4.018223
18.557150,-3.731670
18.960951,-3.456722
19.348941,-3.200652
19.701958,-3.079152
19.975371,-3.344072
20.150421,-3.736893
20.220282,-4.149843
20.184953,-4.582925
20.044433,-5.036137
19.798723,-5.509479
19.458485,-5.973117
19.070854,-6.295144
18.641420,-6.459917
18.170185,-6.467434
17.660941,-6.330907
17.149965,-6.176657
16.646303,-6.036186
16.149957,-5.909495
15.660924,-5.796582
15.179134,-5.693501
14.704109,-5.574584
14.235764,-5.435202
13.774099,-5.275355
13.319115,-5.095043
12.870810,-4.894265
12.429185,-4.673023
11.996728,-4.429952
11.583352,-4.159615
11.190088,-3.861447
10.816936,-3.535449
10.461091,-3.186149
10.078077,-2.885416
9.652497,-2.658129
9.184352,-2.504287
8.676666,-2.419504
8.165388,-2.351626
7.660963,-2.285500
7.163391,-2.221127
6.672673,-2.158506
6.188809,-2.097637
5.711797,-2.038521
5.236828,-1.981463
4.755148,-1.927017
4.266573,-1.875195
3.771104,-1.825997
3.268741,-1.779424
2.759483,-1.735474
2.243330,-1.694149
1.720283,-1.655448
1.190341,-1.619372
0.667542,-1.608028
0.183473,-1.671169
-0.260674,-1.810672
-0.664899,-2.026536
-1.029202,-2.318762
-1.353584,-2.687350
-1.578177,-3.099567
-1.577565,-3.486841
-1.347788,-3.847007
-0.911770,-4.173716
-0.429833,-4.422558
0.064869,-4.592946
0.558584,-4.733957
1.048961,-4.853980
1.536000,-4.953014
2.019700,-5.031061
2.500062,-5.088120
2.977434,-5.124029
3.463345,-5.133426
3.963397,-5.113705
4.477592,-5.064865
5.005928,-4.986908
5.540977,-4.899076
6.040529,-4.910723
6.497929,-5.039090
6.913175,-5.284178
7.287212,-5.643217
7.660041,-5.998679
8.052848,-6.288323
8.465631,-6.512149
8.898392,-6.670158
9.351131,-6.762348
9.821842,-6.797097
10.294899,-6.839700
10.766988,-6.904002
11.238111,-6.990003
11.708265,-7.097702
12.177453,-7.227101
12.645672,-7.378199
13.112925,-7.550996
13.579210,-7.745493
14.044528,-7.961688
14.508878,-8.199582
14.972260,-8.459175
15.434676,-8.740467
15.896123,-9.043459
16.291614,-9.361212
16.470182,-9.677613
16.425697,-9.992008
16.158159,-10.304396
15.742752,-10.573464
15.303007,-10.731329
14.840727,-10.777002
14.355911,-10.710483
13.850703,-10.541736
13.345352,-10.364947
12.844864,-10.203401
12.349239,-10.057099
11.858477,-9.926040
11.372579,-9.810225
10.891544,-9.709652
10.413860,-9.616561
9.936532,-9.515577
9.459479,-9.406285
8.982701,-9.288684
8.506198,-9.162775
8.029970,-9.028558
7.554017,-8.886033
7.078340,-8.735199
6.602937,-8.576056
6.127809,-8.408606
5.652957,-8.232847
